true_class,total_instances,ties,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,correct,correct_pct
1,23183,4,16324.0,315.0,1102.0,1287.0,2201.0,304.0,1614.0,8.0,24.0,16324.0,0.7041366518569642
2,6528,0,150.0,4498.0,360.0,194.0,167.0,156.0,990.0,2.0,11.0,4498.0,0.6890318627450981
3,4752,0,5.0,62.0,2609.0,222.0,299.0,60.0,1477.0,0.0,18.0,2609.0,0.5490319865319865
4,1212,0,7.0,3.0,70.0,609.0,136.0,71.0,149.0,5.0,162.0,609.0,0.5024752475247525
5,871,0,4.0,0.0,10.0,53.0,594.0,102.0,33.0,42.0,33.0,594.0,0.6819747416762342
6,762,0,0.0,4.0,36.0,58.0,77.0,319.0,54.0,8.0,206.0,319.0,0.41863517060367456
7,679,1,2.0,7.0,122.0,29.0,66.0,11.0,440.0,0.0,1.0,440.0,0.6480117820324006
8,324,0,0.0,0.0,0.0,3.0,13.0,3.0,0.0,267.0,38.0,267.0,0.8240740740740741
9,261,0,0.0,0.0,0.0,21.0,6.0,37.0,5.0,5.0,187.0,187.0,0.7164750957854407
