true_class,total_instances,ties,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,correct,correct_pct
1,23183,1,17189.0,2450.0,351.0,424.0,744.0,685.0,1250.0,48.0,41.0,17189.0,0.7414484751757754
2,6528,2,484.0,4143.0,557.0,39.0,29.0,542.0,629.0,15.0,88.0,4143.0,0.6346507352941176
3,4752,0,150.0,1357.0,1605.0,166.0,114.0,188.0,1171.0,0.0,1.0,1605.0,0.33775252525252525
4,1212,0,92.0,108.0,88.0,373.0,135.0,108.0,122.0,7.0,179.0,373.0,0.30775577557755773
5,871,0,68.0,11.0,11.0,59.0,533.0,4.0,80.0,96.0,9.0,533.0,0.6119402985074627
6,762,0,24.0,46.0,43.0,43.0,14.0,328.0,64.0,1.0,199.0,328.0,0.4304461942257218
7,679,0,7.0,23.0,126.0,7.0,27.0,9.0,479.0,1.0,0.0,479.0,0.7054491899852725
8,324,0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,273.0,43.0,273.0,0.8425925925925926
9,261,0,0.0,3.0,1.0,9.0,4.0,57.0,11.0,5.0,171.0,171.0,0.6551724137931034
