true_class,total_instances,ties,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,correct,correct_pct
1,16326,1,14735.0,0.0,87.0,195.0,819.0,134.0,355.0,0.0,0.0,14735.0,0.9025480828126914
2,4498,0,47.0,4014.0,146.0,143.0,0.0,37.0,111.0,0.0,0.0,4014.0,0.8923966207203201
3,2609,0,0.0,0.0,2181.0,38.0,1.0,15.0,374.0,0.0,0.0,2181.0,0.8359524722115753
4,609,0,0.0,0.0,22.0,566.0,0.0,4.0,15.0,2.0,0.0,566.0,0.9293924466338259
5,594,0,0.0,0.0,0.0,5.0,511.0,68.0,4.0,6.0,0.0,511.0,0.8602693602693603
6,319,0,0.0,0.0,0.0,18.0,1.0,293.0,1.0,0.0,6.0,293.0,0.9184952978056427
7,440,0,0.0,0.0,0.0,0.0,11.0,0.0,429.0,0.0,0.0,429.0,0.975
8,267,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,255.0,9.0,255.0,0.9550561797752809
9,187,0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,179.0,179.0,0.9572192513368984
