true_class,total_instances,ties,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,correct,correct_pct
1,23183,2,17161.0,3395.0,502.0,255.0,598.0,468.0,600.0,53.0,149.0,17161.0,0.7402406936116982
2,6528,0,316.0,4857.0,471.0,35.0,31.0,446.0,295.0,11.0,66.0,4857.0,0.7440257352941176
3,4752,2,133.0,1536.0,1755.0,173.0,121.0,111.0,890.0,1.0,30.0,1755.0,0.3693181818181818
4,1212,0,76.0,143.0,110.0,370.0,119.0,70.0,77.0,7.0,240.0,370.0,0.30528052805280526
5,871,0,63.0,16.0,17.0,47.0,539.0,8.0,38.0,100.0,43.0,539.0,0.618828932261768
6,762,0,19.0,60.0,38.0,40.0,9.0,324.0,33.0,2.0,237.0,324.0,0.4251968503937008
7,679,0,9.0,53.0,140.0,11.0,33.0,11.0,418.0,1.0,3.0,418.0,0.6156111929307806
8,324,0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,273.0,44.0,273.0,0.8425925925925926
9,261,0,0.0,5.0,0.0,14.0,3.0,47.0,6.0,4.0,182.0,182.0,0.6973180076628352
