true_class,total_instances,ties,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,correct,correct_pct
1,23183,0,15692.0,504.0,1614.0,949.0,2534.0,206.0,1602.0,26.0,56.0,15692.0,0.6768752965535091
2,6528,1,82.0,4041.0,758.0,186.0,334.0,311.0,786.0,0.0,29.0,4041.0,0.6190257352941176
3,4752,2,7.0,98.0,2689.0,158.0,335.0,226.0,1182.0,1.0,54.0,2689.0,0.5658670033670034
4,1212,0,0.0,11.0,139.0,423.0,167.0,95.0,125.0,31.0,221.0,423.0,0.349009900990099
5,871,0,4.0,3.0,5.0,26.0,654.0,72.0,23.0,53.0,31.0,654.0,0.7508610792192881
6,762,0,1.0,4.0,56.0,40.0,135.0,239.0,52.0,22.0,213.0,239.0,0.3136482939632546
7,679,0,3.0,6.0,123.0,26.0,77.0,26.0,417.0,0.0,1.0,417.0,0.614138438880707
8,324,0,0.0,0.0,0.0,1.0,12.0,5.0,0.0,276.0,30.0,276.0,0.8518518518518519
9,261,0,0.0,0.0,3.0,8.0,16.0,33.0,3.0,15.0,183.0,183.0,0.7011494252873564
