Cluster,Class,Count,Percentage of class (%)
0,1,31,0.13
0,2,3,0.05
0,3,3,0.06
0,4,6,0.5
0,5,540,62.0
0,6,111,14.57
0,7,104,15.32
0,8,275,84.88
1,1,16105,69.47
1,2,88,1.35
1,3,2,0.04
1,4,13,1.07
1,5,25,2.87
1,6,2,0.26
1,7,3,0.44
1,8,1,0.31
2,2,5,0.08
3,1,71,0.31
3,4,2,0.17
3,6,6,0.79
3,7,5,0.74
4,2,3,0.05
5,3,7,0.15
5,7,7,1.03
6,1,16,0.07
6,2,4412,67.59
6,3,2585,54.4
6,4,588,48.51
6,5,29,3.33
6,6,173,22.7
6,7,319,46.98
6,8,1,0.31
6,9,184,70.5
7,3,1,0.02
8,5,1,0.11
