true_class,total_instances,ties,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,correct,correct_pct
1,18540,1,13608.0,1817.0,354.0,211.0,707.0,665.0,962.0,101.0,114.0,13608.0,0.7339805825242719
2,5241,0,361.0,3322.0,406.0,28.0,33.0,459.0,542.0,12.0,78.0,3322.0,0.6338485021942377
3,3802,0,149.0,1004.0,1232.0,122.0,103.0,166.0,1026.0,0.0,0.0,1232.0,0.32403997895844294
4,972,0,72.0,99.0,59.0,288.0,112.0,106.0,98.0,4.0,134.0,288.0,0.2962962962962963
5,700,0,57.0,12.0,14.0,42.0,403.0,7.0,56.0,100.0,9.0,403.0,0.5757142857142857
6,613,0,19.0,51.0,43.0,25.0,13.0,263.0,56.0,0.0,143.0,263.0,0.4290375203915171
7,549,0,6.0,17.0,102.0,1.0,20.0,1.0,401.0,1.0,0.0,401.0,0.7304189435336976
8,257,0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,218.0,32.0,218.0,0.8482490272373541
9,203,0,0.0,4.0,0.0,7.0,4.0,39.0,11.0,3.0,135.0,135.0,0.6650246305418719
