Image_A,Image_B,SSIM_Score
anemo_0_07.29_18.26.33_2.jpg,anemo_0_07.29_18.26.33_0.jpg,0.9472577602439328
anemo_0_07.24_22.08.33._19.jpg,anemo_0_07.24_22.08.33._3.jpg,0.9321268867230658
selected_frame_383586.jpg,selected_frame_508241.jpg,0.9153493357948678
anemo_0_07.29_18.56.33_32.jpg,anemo_0_07.29_18.56.33_19.jpg,0.9412584746489823
anemo_0_07.26_11.08.33._13.jpg,anemo_0_07.26_11.08.33._11.jpg,0.9270154954258161
anemo_0_07.29_18.56.33_7.jpg,anemo_0_07.29_18.56.33_20.jpg,0.9396047849237039
anemo_0_07.26_13.08.33._24.jpg,anemo_0_07.26_13.08.33._26.jpg,0.9470754205759253
anemo_0_07.25_22.26.33_11.jpg,anemo_0_07.25_22.26.33_3.jpg,0.9265594507967737
anemo_0_07.23_21.08.33._3.jpg,anemo_0_07.23_21.08.33._15.jpg,0.9336539008471132
anemo_0_07.29_11.26.33_3.jpg,anemo_0_07.29_11.26.33_10.jpg,0.9127878588581109
anemo_0_07.24_11.26.33_18.jpg,anemo_0_07.24_11.26.33_5.jpg,0.9272155071787483
anemo_0_07.20_11.56.33_7.jpg,anemo_0_07.20_11.56.33_6.jpg,0.9059380935101007
selected_frame_697417.jpg,selected_frame_74083.jpg,0.9273168456929018
selected_frame_364832.jpg,selected_frame_936654.jpg,0.9167899557683622
anemo_0_07.27_18.08.33._1.jpg,anemo_0_07.27_18.08.33._0.jpg,0.9316258446430923
anemo_0_07.29_16.26.33_0.jpg,anemo_0_07.29_16.26.33_25.jpg,0.922658529840808
anemo_0_07.26_11.26.33_30.jpg,anemo_0_07.26_11.26.33_21.jpg,0.9373784776086561
anemo_0_07.21_20.26.33_26.jpg,anemo_0_07.21_20.26.33_44.jpg,0.9318066611962298
anemo_0_07.27_15.38.33._0.jpg,anemo_0_07.27_15.38.33._10.jpg,0.9394534796721955
anemo_0_07.29_15.56.33_0.jpg,anemo_0_07.29_15.56.33_19.jpg,0.9306635943592395
anemo_0_07.26_21.08.33._9.jpg,anemo_0_07.26_21.08.33._5.jpg,0.900586930227229
anemo_0_07.29_16.26.33_35.jpg,anemo_0_07.29_16.26.33_20.jpg,0.9382692861332153
anemo_0_07.26_13.38.33._20.jpg,anemo_0_07.26_13.38.33._13.jpg,0.935826143065131
selected_frame_302190.jpg,selected_frame_63217.jpg,0.9022285192977167
anemo_0_07.26_19.56.33_39.jpg,anemo_0_07.26_19.56.33_18.jpg,0.9116554316993493
anemo_0_07.27_18.26.33_3.jpg,anemo_0_07.27_18.26.33_10.jpg,0.9198704091162009
anemo_0_07.26_14.26.33_18.jpg,anemo_0_07.26_14.26.33_14.jpg,0.9240134515554574
selected_frame_121005.jpg,selected_frame_338086.jpg,0.9101303503404754
anemo_0_07.20_15.26.33_12.jpg,anemo_0_07.20_15.26.33_35.jpg,0.9267883469115805
anemo_0_07.26_11.56.33_24.jpg,anemo_0_07.26_11.56.33_23.jpg,0.9327481331636607
anemo_0_07.24_09.26.33_21.jpg,anemo_0_07.24_09.26.33_29.jpg,0.9199165728917744
anemo-05_2.56.8.jpg,anemo-05_2.56.10.jpg,0.9201920629388468
anemo_0_07.24_22.08.33._16.jpg,anemo_0_07.24_22.08.33._4.jpg,0.9381617024371317
anemo_0_07.23_19.56.33_5.jpg,anemo_0_07.23_19.56.33_33.jpg,0.9296003221879727
anemo_0_07.24_10.56.33_34.jpg,anemo_0_07.24_10.56.33_17.jpg,0.9282440092842807
anemo_0_07.29_18.56.33_30.jpg,anemo_0_07.29_18.56.33_20.jpg,0.9334239558727048
selected_frame_341231.jpg,selected_frame_370571.jpg,0.903010248182663
anemo_0_07.23_10.08.33._40.jpg,anemo_0_07.23_10.08.33._32.jpg,0.9321446528587621
anemo_0_07.26_11.08.33._24.jpg,anemo_0_07.26_11.08.33._18.jpg,0.9216373978440571
anemo_0_07.24_12.56.33_1.jpg,anemo_0_07.24_12.56.33_19.jpg,0.9036669882938041
selected_frame_336595.jpg,selected_frame_698139.jpg,0.9306674935331505
anemo_0_07.23_20.38.33._50.jpg,anemo_0_07.23_20.38.33._28.jpg,0.9069702250006
anemo_0_07.26_19.38.33._12.jpg,anemo_0_07.26_19.38.33._1.jpg,0.9247999392917693
anemo_0_07.24_18.08.34._3.jpg,anemo_0_07.24_18.08.34._6.jpg,0.9268604123744871
anemo_0_07.24_11.08.33._13.jpg,anemo_0_07.24_11.08.33._10.jpg,0.9563748040926359
anemo_0_07.27_16.08.33._28.jpg,anemo_0_07.27_16.08.33._26.jpg,0.9193413736300504
anemo_0_07.26_19.56.33_31.jpg,anemo_0_07.26_19.56.33_28.jpg,0.9070735771270043
anemo_0_07.26_13.38.33._12.jpg,anemo_0_07.26_13.38.33._10.jpg,0.942295600527293
anemo_0_08.22_16.56.54_22.jpg,anemo_0_08.22_16.56.54_24.jpg,0.9122009760608275
selected_frame_996121.jpg,selected_frame_422160.jpg,0.9134743477859723
selected_frame_709499.jpg,selected_frame_88130.jpg,0.9024876883447698
anemo_0_07.23_08.38.33._2.jpg,anemo_0_07.23_08.38.33._10.jpg,0.9168959224693551
anemo_0_07.22_16.08.33._5.jpg,anemo_0_07.22_16.08.33._9.jpg,0.9253284176834108
anemo_0_07.24_11.26.33_9.jpg,anemo_0_07.24_11.26.33_44.jpg,0.9325556787657747
anemo_0_07.24_18.08.34._31.jpg,anemo_0_07.24_18.08.34._17.jpg,0.9251505498017102
anemo_0_08.19_18.26.33_43.jpg,anemo_0_08.19_18.26.33_45.jpg,0.932225311439764
anemo_0_07.24_20.08.33._3.jpg,anemo_0_07.24_20.08.33._12.jpg,0.919312625712056
anemo_0_07.25_17.38.33._39.jpg,anemo_0_07.25_17.38.33._27.jpg,0.9186864063949778
anemo_0_07.25_21.56.33_12.jpg,anemo_0_07.25_21.56.33_14.jpg,0.9367775364998493
anemo_0_07.24_11.08.33._18.jpg,anemo_0_07.24_11.08.33._9.jpg,0.9596169835421252
anemo_0_07.24_18.08.34._29.jpg,anemo_0_07.24_18.08.34._25.jpg,0.9263949732597987
anemo_0_07.25_17.38.33._38.jpg,anemo_0_07.25_17.38.33._46.jpg,0.9170497557164834
anemo_0_07.20_20.26.33_6.jpg,anemo_0_07.20_20.26.33_10.jpg,0.9331858771127032
anemo_0_07.25_17.38.33._50.jpg,anemo_0_07.25_17.38.33._26.jpg,0.9099308063929947
selected_frame_131049.jpg,selected_frame_336765.jpg,0.9164234098848861
anemo_0_07.27_14.56.33_9.jpg,anemo_0_07.27_14.56.33_21.jpg,0.9125416908695606
anemo_0_07.26_10.56.33_7.jpg,anemo_0_07.26_10.56.33_0.jpg,0.9029355909757603
anemo_0_07.24_11.26.33_45.jpg,anemo_0_07.24_11.26.33_40.jpg,0.9333573529209364
anemo_0_07.29_18.56.33_22.jpg,anemo_0_07.29_18.56.33_26.jpg,0.9194432449291793
anemo_0_07.24_18.08.34._14.jpg,anemo_0_07.24_18.08.34._18.jpg,0.9352494910413742
anemo_0_07.24_22.08.33._9.jpg,anemo_0_07.24_22.08.33._4.jpg,0.9307057070834034
anemo_0_08.19_18.56.33_12.jpg,anemo_0_08.19_18.56.33_13.jpg,0.9362092625788224
anemo_0_08.21_15.26.33_13.jpg,anemo_0_08.21_15.26.33_19.jpg,0.9092234708894207
anemo_0_07.29_19.26.33_3.jpg,anemo_0_07.29_19.26.33_2.jpg,0.9382849231771931
anemo_0_07.24_22.08.33._41.jpg,anemo_0_07.24_22.08.33._4.jpg,0.9321408311022907
anemo_0_07.24_09.08.33._11.jpg,anemo_0_07.24_09.08.33._10.jpg,0.9209830929547027
anemo_0_07.20_18.38.33._2.jpg,anemo_0_07.20_18.38.33._6.jpg,0.9225115507408401
anemo_0_07.24_22.08.33._39.jpg,anemo_0_07.24_22.08.33._12.jpg,0.9324805101537809
anemo_0_08.21_15.26.33_28.jpg,anemo_0_08.21_15.26.33_23.jpg,0.917052114779501
anemo_0_07.24_10.56.33_9.jpg,anemo_0_07.24_10.56.33_6.jpg,0.9324950380588893
anemo_0_07.22_17.56.34_0.jpg,anemo_0_07.22_17.56.34_12.jpg,0.9138504445192108
anemo_0_07.29_18.26.33_42.jpg,anemo_0_07.29_18.26.33_14.jpg,0.943828964416479
anemo_0_07.20_15.38.33._44.jpg,anemo_0_07.20_15.38.33._5.jpg,0.927378064679878
anemo_0_07.23_10.08.33._10.jpg,anemo_0_07.23_10.08.33._32.jpg,0.9428269689457747
selected_frame_399401.jpg,selected_frame_792079.jpg,0.9086591209525338
anemo_0_07.24_09.08.33._12.jpg,anemo_0_07.24_09.08.33._15.jpg,0.9311021945378628
anemo_0_07.29_17.56.33_26.jpg,anemo_0_07.29_17.56.33_49.jpg,0.9429322470260068
anemo_0_08.19_18.26.33_27.jpg,anemo_0_08.19_18.26.33_10.jpg,0.9147987750097069
anemo_0_07.29_15.26.33_3.jpg,anemo_0_07.29_15.26.33_14.jpg,0.9231312719095913
anemo_0_07.29_17.56.33_5.jpg,anemo_0_07.29_17.56.33_39.jpg,0.9447940723815739
selected_frame_670116.jpg,selected_frame_738774.jpg,0.9098286187879885
anemo_0_07.29_17.56.33_35.jpg,anemo_0_07.29_17.56.33_49.jpg,0.9486960668481196
anemo_0_07.29_16.26.33_27.jpg,anemo_0_07.29_16.26.33_32.jpg,0.9500791465558519
selected_frame_874117.jpg,selected_frame_448928.jpg,0.9055618920157423
anemo_0_07.29_18.56.33_13.jpg,anemo_0_07.29_18.56.33_26.jpg,0.939344602709198
anemo_0_07.29_17.56.33_1.jpg,anemo_0_07.29_17.56.33_49.jpg,0.9432752118764187
anemo_0_07.24_18.08.34._27.jpg,anemo_0_07.24_18.08.34._17.jpg,0.9285958474147806
anemo_0_07.24_09.26.33_9.jpg,anemo_0_07.24_09.26.33_22.jpg,0.9389225997972148
anemo_0_07.29_20.56.33_26.jpg,anemo_0_07.29_20.56.33_31.jpg,0.9003763239515908
anemo_0_07.24_10.56.33_29.jpg,anemo_0_07.24_10.56.33_6.jpg,0.9249757176876094
anemo_0_07.24_17.08.33._3.jpg,anemo_0_07.24_17.08.33._1.jpg,0.919911738991314
selected_frame_961911.jpg,selected_frame_699733.jpg,0.9066651938695014
anemo_0_08.19_15.56.33_48.jpg,anemo_0_08.19_15.56.33_46.jpg,0.9208646692661151
anemo_0_07.22_17.56.34_9.jpg,anemo_0_07.22_17.56.34_12.jpg,0.9093903883659392
anemo_0_07.24_17.08.33._19.jpg,anemo_0_07.24_17.08.33._41.jpg,0.9125995436745707
anemo_0_07.26_11.26.33_25.jpg,anemo_0_07.26_11.26.33_21.jpg,0.9295790765449271
selected_frame_980244.jpg,selected_frame_542594.jpg,0.9015386390377681
anemo_0_07.24_17.08.33._14.jpg,anemo_0_07.24_17.08.33._21.jpg,0.9129422266210597
selected_frame_443383.jpg,selected_frame_453644.jpg,0.9072006922036951
anemo_0_07.24_22.08.33._27.jpg,anemo_0_07.24_22.08.33._22.jpg,0.9292629909668938
anemo_0_07.26_11.26.33_1.jpg,anemo_0_07.26_11.26.33_0.jpg,0.931511400171399
anemo_0_07.29_16.26.33_26.jpg,anemo_0_07.29_16.26.33_47.jpg,0.9402468323540439
selected_frame_13919.jpg,selected_frame_561407.jpg,0.9025961141339768
anemo_0_07.29_17.26.33_6.jpg,anemo_0_07.29_17.56.33_43.jpg,0.9076386682596742
anemo_0_07.23_21.26.33_7.jpg,anemo_0_07.23_21.26.33_15.jpg,0.9304094775223846
anemo_0_07.29_17.56.33_46.jpg,anemo_0_07.29_17.56.33_31.jpg,0.9404136806457232
selected_frame_775544.jpg,selected_frame_980818.jpg,0.9291639541696257
