Cluster,Class,Count,Percentage of class (%)
700,1,15,0.08
701,1,14,0.08
702,1,15,0.08
703,1,72,0.39
704,1,24,0.13
705,2,3,0.06
705,4,2,0.21
705,6,5,0.82
706,1,30,0.16
706,2,17,0.32
707,1,13,0.07
708,1,35,0.19
709,1,42,0.23
710,1,28,0.15
711,1,50,0.27
712,1,19,0.1
713,1,18,0.1
714,1,32,0.17
715,1,42,0.23
716,1,25,0.13
717,1,27,0.15
718,1,12,0.06
719,1,25,0.13
720,1,17,0.09
720,4,1,0.1
721,1,10,0.05
722,1,108,0.58
722,2,1,0.02
722,5,1,0.14
723,1,17,0.09
724,1,55,0.3
725,1,13,0.07
726,1,24,0.13
727,1,67,0.36
727,5,2,0.29
728,1,16,0.09
729,1,11,0.06
730,1,67,0.36
