Cluster,Class,Count,Percentage of class (%)
326,3,24,0.63
327,3,33,0.87
328,1,45,0.24
329,1,17,0.09
330,2,39,0.74
331,1,17,0.09
332,1,22,0.12
332,2,1,0.02
333,1,19,0.1
334,1,24,0.13
335,1,11,0.06
335,5,2,0.29
336,1,52,0.28
337,1,18,0.1
338,1,17,0.09
339,2,1,0.02
339,3,23,0.6
339,4,1,0.1
339,5,1,0.14
340,1,13,0.07
341,1,40,0.22
342,3,22,0.58
343,3,20,0.53
344,1,24,0.13
345,1,46,0.25
346,2,31,0.59
346,3,1,0.03
347,1,21,0.11
347,5,1,0.14
348,1,24,0.13
349,1,24,0.13
350,1,26,0.14
350,5,1,0.14
351,1,14,0.08
352,2,30,0.57
353,2,42,0.8
354,2,13,0.25
355,1,34,0.18
356,3,3,0.08
356,7,36,6.56
357,1,1,0.01
357,3,55,1.45
357,5,1,0.14
357,6,2,0.33
357,7,2,0.36
358,1,1,0.01
358,3,28,0.74
359,1,19,0.1
360,1,14,0.08
361,1,41,0.22
362,3,10,0.26
362,4,2,0.21
362,5,1,0.14
363,1,41,0.22
364,1,23,0.12
365,1,48,0.26
366,1,30,0.16
367,1,40,0.22
368,1,55,0.3
369,1,33,0.18
370,1,13,0.07
371,1,20,0.11
372,1,13,0.07
373,2,11,0.21
374,1,20,0.11
375,2,18,0.34
376,1,16,0.09
377,1,56,0.3
377,2,1,0.02
378,1,13,0.07
379,1,35,0.19
380,1,18,0.1
381,1,29,0.16
382,1,12,0.06
383,1,52,0.28
383,3,3,0.08
383,5,1,0.14
384,1,80,0.43
384,2,4,0.08
385,1,23,0.12
386,1,23,0.12
387,1,21,0.11
387,2,1,0.02
388,1,45,0.24
388,5,1,0.14
389,3,18,0.47
390,3,39,1.03
391,1,29,0.16
392,1,11,0.06
393,1,24,0.13
394,1,20,0.11
395,1,14,0.08
395,2,1,0.02
396,2,14,0.27
397,1,23,0.12
397,2,1,0.02
397,3,1,0.03
397,5,2,0.29
398,1,28,0.15
399,1,16,0.09
400,1,48,0.26
401,1,5,0.03
401,2,16,0.31
401,3,37,0.97
401,4,1,0.1
401,7,5,0.91
402,1,25,0.13
403,1,11,0.06
404,1,17,0.09
404,2,2,0.04
405,1,20,0.11
406,1,20,0.11
407,3,19,0.5
407,7,28,5.1
408,3,50,1.32
408,6,1,0.16
409,2,1,0.02
409,7,19,3.46
410,3,12,0.32
411,1,11,0.06
412,1,22,0.12
412,3,1,0.03
413,2,1,0.02
413,3,9,0.24
413,4,13,1.34
413,6,1,0.16
414,2,11,0.21
415,1,1,0.01
415,2,27,0.52
415,3,2,0.05
416,1,45,0.24
416,2,5,0.1
416,3,1,0.03
416,4,4,0.41
416,6,5,0.82
417,1,17,0.09
418,1,34,0.18
418,4,2,0.21
419,1,19,0.1
420,1,45,0.24
421,1,24,0.13
422,1,24,0.13
423,1,11,0.06
424,1,14,0.08
425,1,11,0.06
425,3,1,0.03
426,1,17,0.09
427,1,39,0.21
428,1,17,0.09
429,1,28,0.15
429,4,1,0.1
430,2,1,0.02
430,3,21,0.55
430,7,2,0.36
431,1,13,0.07
432,1,31,0.17
433,1,29,0.16
434,1,13,0.07
435,1,18,0.1
436,1,21,0.11
437,1,15,0.08
438,1,12,0.06
439,1,109,0.59
439,3,3,0.08
439,4,6,0.62
439,5,3,0.43
440,1,69,0.37
440,4,1,0.1
441,1,23,0.12
442,1,8,0.04
442,2,47,0.9
442,3,1,0.03
442,4,2,0.21
443,1,10,0.05
