type,cluster_id,silhouette_score,ami_score,purity,n_samples
cluster,377,0.3294464,,1.0,19
cluster,378,0.27291772,,1.0,87
cluster,379,0.29586112,,1.0,13
cluster,380,0.28848162,,1.0,23
cluster,381,0.29585353,,1.0,28
cluster,382,0.25130618,,1.0,11
cluster,383,0.29208037,,1.0,11
cluster,384,0.19910437,,1.0,45
cluster,385,0.22674555,,1.0,46
cluster,386,0.28567055,,1.0,25
cluster,387,0.2886408,,1.0,20
cluster,388,0.28426668,,1.0,44
cluster,389,0.34965196,,1.0,27
cluster,390,0.27336812,,1.0,24
cluster,391,0.3461182,,1.0,49
cluster,392,0.3142306,,1.0,37
cluster,393,0.26871756,,1.0,13
cluster,394,0.2931805,,1.0,42
cluster,395,0.094418675,,1.0,108
cluster,396,0.31150162,,1.0,16
cluster,397,0.24516274,,1.0,11
cluster,398,0.30349007,,1.0,50
